Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		
0.10542128684	0.001184557758	0.000124877603184665	0.10157869904	0.00118011311	0.000119874354433848	0.10543191602	0.001174117888	0.000123789498565196	0.10127050782	0.001173139652	0.000118804448301818	0.10568419738	0.001171939776	0.000123855514604257	0.10024148388	0.001181832928	0.000118468686400965	0.10600855238	0.00113741349	0.000120575557532384	0.10165242678	0.001148021904	0.000116699212538196	0.1065785262	0.001216920708	0.000129697615560901	0.10128410544	0.001221673114	0.000123736068491589	0.10222191814	0.0002413790072	2.46742251147129E-05	0.09933335984	0.0004215650148	4.18754693110833E-05	0.1050529461	0.0010080233238	0.000105895819902704	0.09933455262	0.001037133894	0.000103023231367529	0.10357955682	0.000989544954	0.000102496627788787	0.10111279198	0.001011275252	0.000102252864189998	0.10436262718	0.001017753478	0.000106215426785662	0.10130469924	0.001046336482	0.00010599880261285	0.10611536866	0.001250351242	0.000132681482999319	0.10200049652	0.001258400136	0.000128357438692836	0.10648166384	0.001255309826	0.000133667478907181	0.09993166918	0.001256279748	0.00012554213217467	0.1051506992	0.001194147764	0.000125565472332717	0.10154771462	0.001197633566	0.000121616951579501	0.10659974076	0.00117024859	0.000124748196318756	0.10235328314	0.001179239698	0.000120699054699322	0.10573980224	0.001315167884	0.000139065591966559	0.1021423349	0.001289247368	0.0001316867364312	0.10586644668	0.001427080996	0.000151079994171075	0.10231716574	0.00141210182	0.000144482255958696	0.1059522379	0.00142021305	0.000150474750942285	0.10199852746	0.001407691808	0.000143582491533505	0.10700279856	0.001431004088	0.0001531214421668	0.10217791806	0.001421660428	0.000145262302721329	0.10666233126	0.001349209324	0.000143909811855569	0.10182099446	0.001344012708	0.000136848710495438	0.10606700122	0.001258175952	0.000133450950235759	0.10139951364	0.001225446134	0.000124259641979618	
0.109660248	0.001183931616	0.000129830234625601	0.10627306316	0.001180203614	0.000125423853212282	0.1097641024	0.001172791722	0.00012873043066748	0.10513638282	0.001172530132	0.000123275576825937	0.1106574068	0.001169485076	0.000129412185801461	0.10447740134	0.001180749644	0.00012336165443825	0.11037878982	0.001136013442	0.000125391788947213	0.1069485592	0.001144500542	0.000122402683970519	0.1106128378	0.001216677824	0.000134580186800969	0.1061912344	0.001221701742	0.00012973401605161	0.10675520148	0.0001994911562	2.12967185736092E-05	0.10381184892	0.000390496137	4.05381259780876E-05	0.1095800148	0.0010072780478	0.000110377543385639	0.10448666452	0.001034667186	0.000108108923153434	0.1078963936	0.0009897878384	0.0001067945381925	0.10551740046	0.00100887042	0.000106453384119388	0.1089649094	0.001017324966	0.000110852722750548	0.10488722304	0.001048012662	0.000109923137827938	0.109908884	0.001249589342	0.000137340970037514	0.105684807	0.001258597768	0.000133014662201711	0.1103659282	0.001255433578	0.000138557092129417	0.1051011585	0.001255320216	0.00013193560899007	0.10929149106	0.001195412056	0.00013064836603134	0.10636117622	0.001197464564	0.000127363739508809	0.110422871	0.001170660478	0.000129267690946992	0.10593473044	0.001179115948	0.000124909330108885	0.1109259058	0.001312120286	0.000145548131243105	0.10606966124	0.001288197332	0.000136638654615512	0.1102675026	0.001426838112	0.000157333875224739	0.1070408257	0.001411780438	0.000151118143790628	0.1099467232	0.001420303554	0.000156157721711614	0.10577714152	0.00140788944	0.000148922520539394	0.1106361198	0.001431918368	0.000158421892105869	0.10602622774	0.001420593768	0.000150620198371993	0.1104099956	0.001347199756	0.000148744319132281	0.10606794568	0.001341376996	0.00014227710234813	0.1103197892	0.001251380732	0.000138052058563182	0.10562503168	0.00121630334	0.00012847207881999	
0.1140014382	0.001182819704	0.000134843147387298	0.1105059996	0.001180615502	0.000130465096191766	0.11461796	0.001170991792	0.000134216690375784	0.1093546704	0.001172439628	0.000128211749083839	0.1141914802	0.001170811244	0.000133696668987163	0.1095312794	0.001177854426	0.000129011902226733	0.115422521	0.001131594426	0.000130611481398468	0.110346475	0.001145307694	0.000126380666823279	0.1152101718	0.00121524453	0.00014000853108031	0.1102972714	0.00122226601	0.000134812605827965	0.1113483506	0.00015627713822	1.74012015772852E-05	0.1088712448	0.0003522201514	3.83466463265625E-05	0.1144289908	0.0010059518818	0.000115110058627735	0.10899533996	0.00103399579	0.000112700722648259	0.1123247196	0.0009898330908	0.000111182724374911	0.1094771974	0.001007437126	0.000110291393111191	0.1133302614	0.001016789328	0.00011523300033097	0.1099036196	0.001047950786	0.000115173584544065	0.114777328	0.001248370304	0.000143284607847668	0.11009435986	0.001258293008	0.000138530963232074	0.1146023528	0.001254581174	0.000143777954318986	0.10946454512	0.001254665444	0.000137341382105243	0.1137918596	0.001195869196	0.000136080179651197	0.110118733	0.001199597882	0.000132098198875323	0.1147229038	0.001169486692	0.000134166909261696	0.1107614454	0.001178596932	0.000130543099732326	0.1150215434	0.001312120286	0.000150922100422169	0.11107679968	0.001284099698	0.000142633684923894	0.1146191568	0.001428102404	0.000163687893370533	0.1112030506	0.00141228283	0.000157050159006001	0.1147161718	0.001419496402	0.000162839193121314	0.1098925014	0.001406213262	0.000154532292863034	0.1145161368	0.001432330256	0.000164024927538875	0.1099840576	0.001419634236	0.000156137133583156	0.1146758472	0.001344564044	0.000154189020860358	0.1101946582	0.00133837465	0.000147481737100295	0.1146148132	0.001244190246	0.000142602632630552	0.110013723	0.001206674778	0.000132750784777978	
0.1177737732	0.001183519728	0.000139387584023198	0.114410877	0.001180706006	0.000135085609625627	0.119373204	0.001168903726	0.000139535782940158	0.1133062876	0.001172896768	0.000132896578520118	0.1190718484	0.001168937434	0.000139187540930333	0.1143895764	0.001175568726	0.000134472808596228	0.119272796	0.001129827742	0.000134757713786707	0.1142531922	0.001144545794	0.000130768010583584	0.1185816418	0.001215611166	0.000144149167854692	0.1146424566	0.00122158261	0.00014004523135024	0.1149216808	0.00012302968962	1.41387787194327E-05	0.1123486878	0.0003288321444	3.69438599298001E-05	0.1193270514	0.0010027066526	0.000119650028273922	0.1134838488	0.001032183854	0.000117136196421137	0.1174302838	0.0009892688234	0.000116170118686354	0.1139175102	0.001006218086	0.000114625859075329	0.1185736314	0.001015141778	0.000120369047003313	0.114401007	0.001048865066	0.000119991219757521	0.1189536322	0.001246574992	0.000148284623108086	0.1152109576	0.001257683488	0.000144898919010188	0.1188545674	0.00125471693	0.000149128837924606	0.1140518594	0.001254789194	0.000143111040730727	0.1186916956	0.001195716816	0.000141921656348473	0.1140347712	0.001200771668	0.000136929722423822	0.1178767878	0.001170598604	0.000137986403242684	0.114852581	0.001178489804	0.000135352595671584	0.1198220688	0.001310686992	0.000157049226930689	0.1162793294	0.001279071162	0.000148729536972239	0.1190415852	0.00142958095	0.000170179582459722	0.115541387	0.001412678094	0.000163222786365276	0.120078514	0.001417544092	0.000170216588096839	0.1142601374	0.001405084726	0.000160545173851401	0.1192855226	0.001432301626	0.00017085284797824	0.1148866848	0.001417805678	0.000162886994036036	0.1191614414	0.00134140932	0.000159844268078594	0.1139515828	0.001337279362	0.000152385099945674	0.119238783	0.001235747476	0.000147349025133562	0.1147512726	0.001193479602	0.000136953303151642	
0.1221350676	0.001182486314	0.000144423045896465	0.1193365854	0.001179684598	0.000140779531774292	0.1228834976	0.001168644218	0.000143607088957857	0.1178389994	0.00117076345	0.000137961593482092	0.123266861	0.001167368382	0.000143897836079789	0.1190507712	0.001174152054	0.000139783707534764	0.1233526418	0.00112818481	0.000139164576752131	0.119434097	0.001141498196	0.000136333806266389	0.1230052116	0.001214346874	0.000149370994192169	0.1189643062	0.00122097309	0.00014525221654072	0.1189710856	8.514896842E-05	1.01302652106475E-05	0.1170735556	0.0002939085168	3.44089150828983E-05	0.12305791	0.0010023566406	0.000123347913266857	0.1185033538	0.00102854336	0.000121885837688721	0.1223877034	0.0009868759972	0.000120781486837893	0.1181942054	0.001005456186	0.000118839094968785	0.1228639616	0.001014363254	0.000124628687887907	0.1186519532	0.00104880319	0.000124442547015891	0.1235230624	0.001245248826	0.000153816948437525	0.1193728656	0.001257531108	0.000150115091943103	0.1233723134	0.0012522336	0.00015449095614921	0.1189244256	0.001253903542	0.000149119758490155	0.1223741036	0.001195519184	0.000146300588478603	0.119153209	0.001201059806	0.000143110130085817	0.1225440074	0.00117024859	0.0001434069518728	0.1185303578	0.001178625562	0.000139702909576086	0.1251979168	0.00130853705	0.000163826112715617	0.1199210224	0.001280809218	0.000153595950921904	0.124001606	0.00142866667	0.000177156961518672	0.1199497988	0.001413163864	0.000169508721158231	0.1250061916	0.001417634596	0.000177213101926365	0.1194720508	0.001401472862	0.000167436836963685	0.1230114348	0.001432973022	0.000176272067465912	0.1196388852	0.001415581854	0.000169358634921909	0.1226199844	0.001339626014	0.000164264920938514	0.1187694212	0.001334503276	0.000158498181680024	0.1225467092	0.00123029043	0.000150768043556753	0.1184549276	0.001185967734	0.000140483722066906	
0.126878135	0.0011796816	0.000149675801301816	0.1238882584	0.001179441714	0.000146118979831771	0.1276204776	0.001165991884	0.000148804441113804	0.1218806686	0.001171265842	0.000142754663931302	0.127645658	0.001165844582	0.000148814998795125	0.1236144956	0.001172949638	0.000144993577865573	0.1282771484	0.00112524434	0.00014434313518844	0.1228338546	0.001140279156	0.000140064884051515	0.12664234	0.001214132618	0.000153760595813846	0.1240164718	0.001218320756	0.000151091841679829	0.1229767964	4.827303098E-05	5.93646270243835E-06	0.1218443392	0.000258815886	3.15352506041325E-05	0.1273661874	0.001001747121	0.000127588711540696	0.1233798524	0.00102625766	0.000126619518615169	0.1268279536	0.0009862498542	0.000125084050746484	0.1220322392	0.00100473954	0.000122610615878978	0.1273248208	0.001013522856	0.000129046616016904	0.1227818996	0.001049227084	0.000128826094485289	0.1272918448	0.001245536964	0.000158546697914151	0.1230071382	0.001257440604	0.00015467417015452	0.1270275162	0.001250693178	0.000158872447929624	0.1236468192	0.001252915382	0.000154919001711053	0.1269182954	0.001192973976	0.000151410223490481	0.1227706132	0.001201409818	0.00014749782006036	0.1276102522	0.001168267652	0.000149082929708822	0.1224486176	0.001179461344	0.000144423411085438	0.1288267382	0.001310213228	0.000168790496509733	0.1240835	0.00127852352	0.00015864367319392	0.1283857292	0.00142988571	0.00018357691955101	0.1239633096	0.001412982856	0.00017515803123782	0.1296937678	0.001417679848	0.000183864241021251	0.124276634	0.001398656142	0.000173820277451186	0.1277567218	0.00143269689	0.000183036657999455	0.1238529882	0.00141472945	0.000175218469877042	0.1266557544	0.001337216566	0.000169366172962907	0.1232119538	0.001332081822	0.000164128403910084	0.1267239648	0.001223738094	0.000155076943148475	0.1234509678	0.001174127354	0.000144947158171753	
0.1312637184	0.001178264928	0.000154663435709588	0.1281362882	0.001178651186	0.000151027988056568	0.1321195758	0.001163372796	0.00015370432030478	0.1262421528	0.00117198249	0.000147953592581504	0.1315034788	0.001165449316	0.00015326063941908	0.1285403334	0.001172204362	0.000150675539504414	0.1318507938	0.001123782416	0.000148171603608082	0.1261662596	0.00113816246	0.000143597700395335	0.1304456228	0.001213370718	0.000158278898996793	0.1276378084	0.00121833738	0.000155505913074998	0.1270767462	1.008754982E-05	1.281893008256E-06	0.1250764196	0.0002370421828	2.96483875187927E-05	0.1317130854	0.0009991400392	0.000131599817309709	0.1268054824	0.00102567677	0.000130061437606324	0.1309241628	0.0009852164414	0.00012898863776709	0.126972346	0.001002984862	0.000127351340930626	0.1310335474	0.001012641824	0.000132690050444326	0.1274183634	0.00104837468	0.000133582185955599	0.1313626848	0.0012451417	0.000163565156668436	0.127468569	0.001256481072	0.000160161844223426	0.1311059038	0.001249412262	0.000163805323828312	0.127421182	0.00125317489	0.00015968102573652	0.1312346254	0.001192212076	0.000156459505191216	0.1272227838	0.001200862174	0.0001527770287364	0.1325352032	0.001167048612	0.000154675024935698	0.1270672596	0.00117987323	0.000149923258011501	0.1328953586	0.001310732244	0.000174190231594963	0.12861006	0.00127530692	0.000164017299499615	0.1327013644	0.001431545266	0.000189968009998561	0.1283703924	0.001412023324	0.000181261988179832	0.1336174164	0.001418305992	0.000189510382315679	0.1285125496	0.001397177596	0.000179554855105959	0.1325779212	0.00143254451	0.000189923773162273	0.1287409646	0.001412900892	0.00018189822372028	0.1316898458	0.00133271905	0.000175505566189222	0.1268116026	0.001330631904	0.000168739564216929	0.1308676088	0.001216897622	0.000159252481945546	0.1272446086	0.00116587021	0.00014835069854985	
0.1360644984	0.001176893508	0.000160133424836236	0.1316486098	0.001179136956	0.000155231741021204	0.1357773152	0.001160708456	0.000157597877885617	0.130291178	0.001172118246	0.000152716667026634	0.135845875	0.001163468376	0.000158052379572549	0.1319752864	0.001174473436	0.000155001468085292	0.1361914772	0.001121953856	0.000152800552998876	0.1310702824	0.001132783912	0.000148474307244017	0.1355629824	0.00121059925	0.000164112444821203	0.1311774018	0.001218749268	0.000159872362421892	0.1310386358	-2.550747288E-05	-3.3424644489007E-06	0.1292959112	0.0002068423324	2.67438678423913E-05	0.1363132736	0.0009955614198	0.000135708236202802	0.130582701	0.001023786336	0.000133688785001774	0.135306765	0.00098364739	0.000133094146241593	0.131605956	0.0010011563022	0.000131758132256456	0.1351438986	0.001011348904	0.000136677633731397	0.131111173	0.001048238924	0.000137435834909898	0.1351500484	0.001245903598	0.000168383931571434	0.132629053	0.001254409628	0.000166371161035722	0.1352866476	0.001248650362	0.000168925721499506	0.1318748128	0.001252458242	0.000165167696203567	0.136191221	0.00119123592	0.000162235874443858	0.131223423	0.001200709796	0.000157561249460752	0.1367190534	0.001166941484	0.000159543135065671	0.131194035	0.001179387462	0.000154728599968189	0.1369946724	0.001311432268	0.000179659233929449	0.13277977	0.00127378312	0.000169132629703482	0.137251135	0.00143140951	0.000196462579897294	0.1327529966	0.001411278048	0.000187351389907799	0.137753325	0.001419265524	0.000195508544988867	0.1323868592	0.001396218064	0.000184840924251265	0.1375224674	0.001432680266	0.000197025725175608	0.1332662562	0.001412291372	0.000188210783810001	0.1364991834	0.00132858817	0.0001813512002799	0.1313235138	0.001328255702	0.000174431206011526	0.135808984	0.001207173938	0.000163945066031059	0.131303589	0.001157336934	0.000151962493116456	
0.140230973	0.001175781596	0.000164880997242573	0.135945599	0.001178634564	0.000160230181805084	0.1400714506	0.00115859176	0.000162285628476407	0.134914639	0.00117114209	0.000158004212290056	0.1396152288	0.00116322549	0.000162403992932342	0.136587017	0.001174716322	0.000160450998243191	0.1406615968	0.00111864675	0.00015735063811013	0.1360183166	0.001127467238	0.000153356195734412	0.1406797076	0.00120879932	0.000170053534884679	0.1355419298	0.001218382632	0.000165141933176083	0.135413121	-6.495724548E-05	-8.79606334200994E-06	0.133578377	0.0001766997398	2.36032644588063E-05	0.1401589822	0.0009944661314	0.000139383360809395	0.1357649998	0.001020219722	0.000138510130353286	0.1395527026	0.0009818188312	0.000137015471357533	0.1357890446	0.0010000277682	0.000135792815217348	0.1396220082	0.00101001073	0.000141019726426148	0.1348089914	0.001047646028	0.000141232104378896	0.1401267462	0.001245994102	0.000174597099297651	0.1365388768	0.001254347752	0.000171267233174685	0.1403151586	0.00124692893	0.000174963030575878	0.1369901424	0.001251132076	0.000171392761252448	0.1404256806	0.00118966687	0.000167059779907022	0.1355802156	0.001200755048	0.000162798628290628	0.1420366232	0.001165767698	0.000165581707259557	0.1349824146	0.001180515996	0.000159348899614004	0.1417935462	0.00130957508	0.000185689294608349	0.1369371762	0.00127363074	0.000174407397057116	0.1424127602	0.001429473824	0.000203575312909489	0.1365733378	0.001411385176	0.00019275758440776	0.1421579318	0.001419677412	0.000201818404713096	0.136476028	0.00139551804	0.000190454759101545	0.1419032944	0.00143292315	0.000203336515607025	0.1368804894	0.001412946144	0.000193404759686563	0.1410695022	0.001323712012	0.000186735394589	0.135807838	0.001323531926	0.000179746009394036	0.140912454	0.001196507344	0.000168602786072062	0.1348642356	0.001152094142	0.000155376295800068	
0.1446353274	0.00117506495	0.000169955903759515	0.1400016648	0.001178070298	0.000164931802971432	0.1442942404	0.00115645844	0.000166870292153969	0.1395441896	0.001170944458	0.000163398495458221	0.1444058602	0.001160680284	0.0001676090348282	0.1417266356	0.00117421393	0.000166417389773554	0.1447499416	0.001116344428	0.000161590790758485	0.1400152116	0.001123764868	0.000157344175781666	0.1447694478	0.001207975546	0.000174877952750324	0.1400210534	0.001216858834	0.000170385855775776	0.139753235	-0.00010381412168	-1.45083593434636E-05	0.1379614216	0.00014500471922	2.00050572023E-05	0.1446785662	0.0009911590266	0.000143399466844676	0.139867044	0.001018086402	0.000142396735584336	0.143294405	0.000981773579	0.000140682660847525	0.1398903256	0.0009998135142	0.000139864238040718	0.144650899	0.001008165548	0.000145832052859028	0.1394944752	0.001046505488	0.00014598173384248	0.143938338	0.001246208356	0.000179377159564352	0.1406940006	0.001254285876	0.000176470497790516	0.1445869704	0.00124598602	0.000180153343792554	0.1413953854	0.001250782064	0.000176854811990687	0.1452217652	0.00118733592	0.000172427018187766	0.139630889	0.001200845552	0.000167675131977456	0.1458582974	0.001165812952	0.000170043492265588	0.139238689	0.001180623122	0.000164388415710367	0.146128205	0.001308248914	0.000191172065496019	0.1412991048	0.001270780774	0.000179560185763251	0.1461194572	0.001429626204	0.000208896204927377	0.1414138172	0.001409313732	0.000199296434474498	0.1459693318	0.001419586908	0.000207216152392788	0.1410093116	0.001395275154	0.000196746788958124	0.146144221	0.001432816022	0.000209397781371509	0.1411611798	0.001413691422	0.00019955834900266	0.146255923	0.00131813583	0.000192785172456021	0.1395971042	0.00132060808	0.000184353063751122	0.1454536648	0.001188797844	0.000172915003116139	0.1395190242	0.001141563306	0.000159269798515646	
0.1484139418	0.00117521733	0.000174418636416971	0.143639363	0.00117826793	0.000169245654908529	0.149063881	0.001153625098	0.000171963834326885	0.1438639452	0.001169939674	0.000168312137147642	0.1480512978	0.001159766006	0.000171704862332623	0.1454748716	0.00117482345	0.000170907290541419	0.1492600758	0.001112975446	0.000166122799433499	0.144690993	0.001119481608	0.000161978905506757	0.1491440602	0.001207654164	0.000180114445336397	0.1438984086	0.001216706454	0.000175082122463949	0.1437529212	-0.00014026154844	-2.01630073202853E-05	0.1418464476	0.00011657155216	1.65352605651141E-05	0.1485656866	0.0009893923432	0.000146989752784291	0.1439258992	0.001015541196	0.000146162679808943	0.1474708994	0.0009799163912	0.000144509151547066	0.1442006328	0.0009990968662	0.000144070400334537	0.1484797392	0.001007634526	0.000149613311629396	0.1434478032	0.001046048348	0.000150053337561589	0.1480046762	0.001248189294	0.000184737852294777	0.144713601	0.001253828736	0.000181446071423838	0.148483222	0.001246093148	0.000185023925527163	0.1450777936	0.001251770224	0.000181604062192098	0.148849062	0.00118794544	0.000176824564451177	0.1446079038	0.001200586046	0.00017361423144359	0.1493961782	0.00116703199	0.000174350119143141	0.1442366966	0.00117920645	0.000170084842957413	0.150553106	0.001306160848	0.000196646572601994	0.1448688846	0.00127091653	0.000184116260120802	0.1503021682	0.00142865005	0.000214729200114038	0.1454710244	0.001409861376	0.000205093978628714	0.1505030598	0.001419570286	0.000213649671644161	0.1449380336	0.001395760922	0.000202298843410403	0.149977436	0.001433792178	0.000215036474613296	0.1453058396	0.001414317566	0.000205508601388658	0.1502792012	0.001313428676	0.000197381012262454	0.1446032934	0.00131446763	0.000190076348365693	0.149167148	0.00118213838	0.00017633621068594	0.1435924656	0.001131827614	0.000162521917728425	
